ID,Vehicles
20170701001,62.71865716
20170701011,62.72029623
20170701021,62.72193526
20170701031,62.72357424
20170701041,62.72521319
20170701051,62.72685209
20170701061,62.72849095
20170701071,62.73012977
20170701081,62.73176854
20170701091,62.73340727
20170701101,76.26029476
20170701111,76.26228669
20170701121,76.26427856
20170701131,76.26627038
20170701141,76.26826215
20170701151,76.27025387
20170701161,76.27224553
20170701171,76.27423715
20170701181,76.27622871
20170701191,76.27822022
20170701201,76.28021168
20170701211,76.28220308
20170701221,76.28419444
20170701231,76.28618574
20170702001,65.95930637
20170702011,65.96102797
20170702021,65.96274953
20170702031,65.96447104
20170702041,65.96619251
20170702051,65.96791394
20170702061,65.96963532
20170702071,65.97135665
20170702081,65.97307794
20170702091,65.97479919
20170702101,83.33120839
20170702111,83.33338229
20170702121,83.33555612
20170702131,83.33772991
20170702141,83.33990362
20170702151,83.34207729
20170702161,83.3442509
20170702171,83.34642445
20170702181,83.34859795
20170702191,83.35077139
20170702201,83.35294478
20170702211,83.3551181
20170702221,83.35729137
20170702231,83.35946459
20170703001,61.14436928
20170703011,61.14596321
20170703021,61.1475571
20170703031,61.14915095
20170703041,61.15074476
20170703051,61.15233852
20170703061,61.15393225
20170703071,61.15552593
20170703081,61.15711958
20170703091,61.15871318
20170703101,79.16527084
20170703111,79.16733347
20170703121,79.16939605
20170703131,79.17145857
20170703141,79.17352104
20170703151,79.17558346
20170703161,79.17764582
20170703171,79.17970813
20170703181,79.18177039
20170703191,79.18383259
20170703201,79.18589474
20170703211,79.18795684
20170703221,79.19001888
20170703231,79.19208087
20170704001,60.24019913
20170704011,60.24176753
20170704021,60.24333589
20170704031,60.24490421
20170704041,60.24647248
20170704051,60.24804072
20170704061,60.24960892
20170704071,60.25117707
20170704081,60.25274519
20170704091,60.25431326
20170704101,76.47533626
20170704111,76.47732632
20170704121,76.47931633
20170704131,76.48130628
20170704141,76.48329618
20170704151,76.48528603
20170704161,76.48727583
20170704171,76.48926558
20170704181,76.49125527
20170704191,76.49324492
20170704201,76.49523451
20170704211,76.49722405
20170704221,76.49921354
20170704231,76.50120297
20170705001,59.03136649
20170705011,59.0329015
20170705021,59.03443647
20170705031,59.0359714
20170705041,59.03750629
20170705051,59.03904113
20170705061,59.04057594
20170705071,59.04211071
20170705081,59.04364544
20170705091,59.04518013
20170705101,72.19462462
20170705111,72.19650094
20170705121,72.19837721
20170705131,72.20025343
20170705141,72.20212961
20170705151,72.20400574
20170705161,72.20588181
20170705171,72.20775784
20170705181,72.20963382
20170705191,72.21150975
20170705201,72.21338563
20170705211,72.21526147
20170705221,72.21713725
20170705231,72.21901299
20170706001,66.47654846
20170706011,66.47827492
20170706021,66.48000133
20170706031,66.48172769
20170706041,66.48345401
20170706051,66.48518028
20170706061,66.48690651
20170706071,66.48863269
20170706081,66.49035883
20170706091,66.49208493
20170706101,84.15281014
20170706111,84.15499453
20170706121,84.15717885
20170706131,84.15936313
20170706141,84.16154734
20170706151,84.1637315
20170706161,84.16591561
20170706171,84.16809965
20170706181,84.17028364
20170706191,84.17246757
20170706201,84.17465145
20170706211,84.17683527
20170706221,84.17901903
20170706231,84.18120273
20170707001,60.91703783
20170707011,60.91861793
20170707021,60.92019799
20170707031,60.921778
20170707041,60.92335798
20170707051,60.92493791
20170707061,60.92651781
20170707071,60.92809766
20170707081,60.92967747
20170707091,60.93125724
20170707101,78.02722482
20170707111,78.02924767
20170707121,78.03127048
20170707131,78.03329324
20170707141,78.03531594
20170707151,78.0373386
20170707161,78.03936119
20170707171,78.04138374
20170707181,78.04340624
20170707191,78.04542868
20170707201,78.04745107
20170707211,78.04947341
20170707221,78.05149569
20170707231,78.05351792
20170708001,63.70363536
20170708011,63.70528568
20170708021,63.70693596
20170708031,63.7085862
20170708041,63.7102364
20170708051,63.71188655
20170708061,63.71353666
20170708071,63.71518673
20170708081,63.71683675
20170708091,63.71848673
20170708101,82.83897251
20170708111,82.84111745
20170708121,82.84326233
20170708131,82.84540716
20170708141,82.84755193
20170708151,82.84969664
20170708161,82.8518413
20170708171,82.85398591
20170708181,82.85613045
20170708191,82.85827495
20170708201,82.86041939
20170708211,82.86256377
20170708221,82.86470809
20170708231,82.86685236
20170709001,67.38219981
20170709011,67.38394326
20170709021,67.38568667
20170709031,67.38743003
20170709041,67.38917335
20170709051,67.39091663
20170709061,67.39265985
20170709071,67.39440304
20170709081,67.39614617
20170709091,67.39788926
20170709101,84.92893807
20170709111,84.9311344
20170709121,84.93333066
20170709131,84.93552687
20170709141,84.93772302
20170709151,84.93991912
20170709161,84.94211516
20170709171,84.94431114
20170709181,84.94650707
20170709191,84.94870293
20170709201,84.95089875
20170709211,84.9530945
20170709221,84.95529019
20170709231,84.95748584
20170710001,56.83984937
20170710011,56.84131822
20170710021,56.84278704
20170710031,56.84425582
20170710041,56.84572456
20170710051,56.84719326
20170710061,56.84866193
20170710071,56.85013056
20170710081,56.85159915
20170710091,56.8530677
20170710101,71.26710528
20170710111,71.26894601
20170710121,71.2707867
20170710131,71.27262734
20170710141,71.27446793
20170710151,71.27630847
20170710161,71.27814897
20170710171,71.27998942
20170710181,71.28182982
20170710191,71.28367017
20170710201,71.28551047
20170710211,71.28735073
20170710221,71.28919094
20170710231,71.2910311
20170711001,63.06301333
