ID,Vehicles
20170701001,38.897605895996094
20170701011,33.17499542236328
20170701021,27.762786865234375
20170701031,23.16342544555664
20170701041,19.36566925048828
20170701051,18.666475296020508
20170701061,19.725582122802734
20170701071,22.37178611755371
20170701081,26.808765411376953
20170701091,32.5930290222168
20170701101,44.196868896484375
20170701111,49.28323745727539
20170701121,50.67612075805664
20170701131,47.2361946105957
20170701141,48.58522033691406
20170701151,48.58522033691406
20170701161,48.06928634643555
20170701171,48.06928634643555
20170701181,50.088375091552734
20170701191,52.629737854003906
20170701201,52.629737854003906
20170701211,50.280311584472656
20170701221,48.44690704345703
20170701231,45.44743728637695
20170702001,38.897605895996094
20170702011,33.17499542236328
20170702021,27.762786865234375
20170702031,23.16342544555664
20170702041,19.36566925048828
20170702051,18.666475296020508
20170702061,19.725582122802734
20170702071,22.37178611755371
20170702081,26.808765411376953
20170702091,32.5930290222168
20170702101,44.196868896484375
20170702111,49.28323745727539
20170702121,50.67612075805664
20170702131,47.2361946105957
20170702141,48.58522033691406
20170702151,48.58522033691406
20170702161,48.06928634643555
20170702171,48.06928634643555
20170702181,50.088375091552734
20170702191,52.629737854003906
20170702201,52.629737854003906
20170702211,49.9637336730957
20170702221,48.13032913208008
20170702231,45.130859375
20170703001,38.083587646484375
20170703011,32.36097717285156
20170703021,26.94876480102539
20170703031,22.349403381347656
20170703041,18.551647186279297
20170703051,17.852453231811523
20170703061,18.91156005859375
20170703071,21.557764053344727
20170703081,25.99474334716797
20170703091,31.779006958007812
20170703101,43.382850646972656
20170703111,48.46921920776367
20170703121,49.862098693847656
20170703131,46.422176361083984
20170703141,47.771202087402344
20170703151,47.771202087402344
20170703161,47.25526809692383
20170703171,47.25526809692383
20170703181,49.274356842041016
20170703191,51.81571960449219
20170703201,51.81571960449219
20170703211,48.80250930786133
20170703221,46.756446838378906
20170703231,43.75697708129883
20170704001,37.32436752319336
20170704011,31.60175132751465
20170704021,26.189542770385742
20170704031,21.590181350708008
20170704041,17.79242515563965
20170704051,17.093231201171875
20170704061,18.152341842651367
20170704071,20.798542022705078
20170704081,25.235525131225586
20170704091,31.019792556762695
20170704101,42.62363052368164
20170704111,47.709999084472656
20170704121,49.102882385253906
20170704131,45.66295623779297
20170704141,47.01198196411133
20170704151,47.01198196411133
20170704161,46.49604797363281
20170704171,46.49604797363281
20170704181,48.51513671875
20170704191,51.05649948120117
20170704201,51.05649948120117
20170704211,48.04328918457031
20170704221,45.99722671508789
20170704231,42.99775695800781
20170705001,37.49079132080078
20170705011,31.768177032470703
20170705021,26.355968475341797
20170705031,21.756607055664062
20170705041,17.958850860595703
20170705051,17.25965690612793
20170705061,18.318767547607422
20170705071,20.964967727661133
20170705081,25.40195083618164
20170705091,31.18621826171875
20170705101,42.79005432128906
20170705111,47.87642288208008
20170705121,49.26930618286133
20170705131,45.82938003540039
20170705141,47.17840576171875
20170705151,47.17840576171875
20170705161,46.662471771240234
20170705171,46.662471771240234
20170705181,48.68156051635742
20170705191,51.222923278808594
20170705201,51.222923278808594
20170705211,48.209712982177734
20170705221,46.16365051269531
20170705231,43.164180755615234
20170706001,39.3350715637207
20170706011,33.61246109008789
20170706021,28.20025634765625
20170706031,23.600894927978516
20170706041,19.803138732910156
20170706051,19.103944778442383
20170706061,20.16305160522461
20170706071,22.809255599975586
20170706081,27.246234893798828
20170706091,33.030494689941406
20170706101,44.634334564208984
20170706111,49.720703125
20170706121,51.113582611083984
20170706131,47.67366027832031
20170706141,49.02268600463867
20170706151,49.02268600463867
20170706161,48.506752014160156
20170706171,48.506752014160156
20170706181,50.525840759277344
20170706191,53.067203521728516
20170706201,53.067203521728516
20170706211,50.053993225097656
20170706221,48.007930755615234
20170706231,45.008460998535156
20170707001,39.3350715637207
20170707011,33.61246109008789
20170707021,28.20025634765625
20170707031,23.600894927978516
20170707041,19.803138732910156
20170707051,19.103944778442383
20170707061,20.16305160522461
20170707071,22.809255599975586
20170707081,27.246234893798828
20170707091,33.030494689941406
20170707101,44.634334564208984
20170707111,49.720703125
20170707121,51.113582611083984
20170707131,47.67366027832031
20170707141,49.02268600463867
20170707151,49.02268600463867
20170707161,48.506752014160156
20170707171,48.506752014160156
20170707181,50.525840759277344
20170707191,53.067203521728516
20170707201,53.067203521728516
20170707211,50.053993225097656
20170707221,48.007930755615234
20170707231,45.008460998535156
20170708001,39.47602462768555
20170708011,33.753414154052734
20170708021,28.34121322631836
20170708031,23.741851806640625
20170708041,19.944095611572266
20170708051,19.244901657104492
20170708061,20.30400848388672
20170708071,22.950212478637695
20170708081,27.387191772460938
20170708091,33.17144775390625
20170708101,44.77528762817383
20170708111,49.861656188964844
20170708121,51.25453567504883
20170708131,47.814613342285156
20170708141,49.163639068603516
20170708151,49.163639068603516
20170708161,48.647705078125
20170708171,48.647705078125
20170708181,50.66679382324219
20170708191,53.20815658569336
20170708201,53.20815658569336
20170708211,50.1949462890625
20170708221,48.14888381958008
20170708231,45.1494140625
20170709001,39.570289611816406
20170709011,33.847679138183594
20170709021,28.435474395751953
20170709031,23.83611297607422
20170709041,20.03835678100586
20170709051,19.339162826538086
20170709061,20.398273468017578
20170709071,23.04447364807129
20170709081,27.481456756591797
20170709091,33.26571273803711
20170709101,44.86955261230469
20170709111,49.9559211730957
20170709121,51.34880447387695
20170709131,47.908878326416016
20170709141,49.257904052734375
20170709151,49.257904052734375
20170709161,48.74197006225586
20170709171,48.74197006225586
20170709181,50.76105880737305
20170709191,53.30242156982422
20170709201,53.30242156982422
20170709211,50.28921127319336
20170709221,48.24314880371094
20170709231,45.24367904663086
20170710001,39.11524963378906
20170710011,33.39263916015625
20170710021,27.98042869567871
20170710031,23.381067276000977
20170710041,19.583311080932617
20170710051,18.884117126464844
20170710061,19.943227767944336
20170710071,22.589427947998047
20170710081,27.026411056518555
20170710091,32.810672760009766
20170710101,44.414512634277344
20170710111,49.50088119506836
20170710121,50.89376449584961
20170710131,47.45383834838867
20170710141,48.80286407470703
20170710151,48.80286407470703
20170710161,48.286930084228516
20170710171,48.286930084228516
20170710181,50.3060188293457
20170710191,52.847381591796875
20170710201,52.847381591796875
20170710211,49.834171295166016
20170710221,47.788108825683594
20170710231,44.788639068603516
20170711001,39.01292037963867
20170711011,33.29030990600586
20170711021,27.878095626831055
20170711031,23.27873420715332
20170711041,19.48097801208496
20170711051,18.781784057617188
20170711061,19.840890884399414
20170711071,22.48709487915039
20170711081,26.924074172973633
20170711091,32.708343505859375
20170711101,44.31218338012695
20170711111,49.39855194091797
20170711121,50.79143524169922
20170711131,47.35150909423828
20170711141,48.70053482055664
20170711151,48.70053482055664
20170711161,48.184600830078125
20170711171,48.184600830078125
20170711181,50.20368957519531
20170711191,52.745052337646484
20170711201,52.745052337646484
20170711211,49.731842041015625
20170711221,47.6857795715332
20170711231,44.686309814453125
20170712001,39.85231018066406
20170712011,34.12969970703125
20170712021,28.717493057250977
20170712031,24.118131637573242
20170712041,20.320375442504883
20170712051,19.62118148803711
20170712061,20.6802921295166
20170712071,23.326492309570312
20170712081,27.76347541809082
20170712091,33.547733306884766
20170712101,45.151573181152344
20170712111,50.23794174194336
20170712121,51.63082504272461
20170712131,48.19089889526367
20170712141,49.53992462158203
20170712151,49.53992462158203
20170712161,49.023990631103516
20170712171,49.023990631103516
20170712181,51.0430793762207
20170712191,53.584442138671875
20170712201,53.584442138671875
20170712211,50.571231842041016
20170712221,48.525169372558594
20170712231,45.525699615478516
20170713001,39.85231018066406
20170713011,34.12969970703125
20170713021,28.717493057250977
20170713031,24.118131637573242
20170713041,20.320375442504883
20170713051,19.62118148803711
20170713061,20.6802921295166
20170713071,23.326492309570312
20170713081,27.76347541809082
20170713091,33.547733306884766
20170713101,45.151573181152344
20170713111,50.23794174194336
20170713121,51.63082504272461
20170713131,48.19089889526367
20170713141,49.53992462158203
20170713151,49.53992462158203
20170713161,49.023990631103516
20170713171,49.023990631103516
20170713181,51.0430793762207
20170713191,53.584442138671875
20170713201,53.584442138671875
20170713211,50.571231842041016
20170713221,48.525169372558594
20170713231,45.525699615478516
20170714001,39.78221893310547
20170714011,34.059608459472656
20170714021,28.64740562438965
20170714031,24.048044204711914
20170714041,20.250288009643555
20170714051,19.55109405517578
20170714061,20.610204696655273
20170714071,23.256404876708984
20170714081,27.693387985229492
20170714091,33.47764205932617
20170714101,45.08148193359375
20170714111,50.20561599731445
20170714121,51.5984992980957
20170714131,48.158573150634766
20170714141,49.507598876953125
20170714151,49.507598876953125
20170714161,48.99166488647461
20170714171,48.99166488647461
20170714181,51.0107536315918
20170714191,53.55211639404297
20170714201,53.55211639404297
20170714211,50.53890609741211
20170714221,48.49284362792969
20170714231,45.49337387084961
20170715001,40.9622917175293
20170715011,35.02706527709961
20170715021,29.61485481262207
20170715031,24.90498161315918
20170715041,21.10722541809082
20170715051,20.408031463623047
20170715061,21.467138290405273
20170715071,24.11334228515625
20170715081,28.550321578979492
20170715091,34.46940231323242
20170715101,46.218544006347656
20170715111,51.976470947265625
20170715121,53.36935043334961
20170715131,49.92942810058594
20170715141,51.2784538269043
20170715151,51.2784538269043
20170715161,50.76251983642578
20170715171,50.76251983642578
20170715181,52.85374069213867
20170715191,55.46062088012695
20170715201,55.46062088012695
20170715211,52.30976104736328
20170715221,50.26369857788086
20170715231,47.26422882080078
20170716001,41.05705261230469
20170716011,35.121826171875
20170716021,29.70961570739746
20170716031,24.99974250793457
20170716041,21.20198631286621
20170716051,20.502792358398438
20170716061,21.561899185180664
20170716071,24.20810317993164
20170716081,28.889528274536133
20170716091,34.80860900878906
20170716101,46.5577507019043
20170716111,52.315677642822266
20170716121,53.708560943603516
20170716131,50.26863479614258
20170716141,51.61766052246094
